id,iv1_write,iv1_text,iv2_threat,comprehension_question,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_naive,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,fii_1,fii_2,fii_3,fii_4,fii_5,fii_6,fii_7,fii_8,fii_9,fii_10,fii_11,fii_12,reaction_time_crt_1,reaction_time_crt_2,reaction_time_crt_3,reaction_time_crt_4,reaction_time_crt_5,reaction_time_crt_6,reaction_time_crt_7,nfc_fii_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,nfc_total,fii_total,crt_total
96,1,"I spent this past new years camping, and got to see the sun rise on the new day and new year.  It was a very profound experience, and very beautiful.  It made me think about my place in the grander scheme of the universe.",1,4,0.05,20,47,8,30,20,2,2,4,4,2,2,4,3,1,3,4,4,5,1,3,4,5,3,1,5,4,5,4,5,4,5,5,5,3,4,3,2,5191,4118,5492,3563,4933,9608,6746,2,34,2,0,7,1,1,1,None,I don't know,I think this study is about participants' personalities.,2,2017-05-25-03-39,2017-05-25-03-56,65,49,3
97,2,"Every morning I wake up at 6am. I then go downstairs in my pajamas into the kitchen. I pour bran flakes into my cereal. I then add milk to my cereal. While I eat my cereal, I play some classical music on the radio. I also glance through my newspaper. If I have time, I do the crossword puzzle and sodokus at the table. I then clean my dishes in the sink and get on with the rest of my day. I love my breakfast routine because it helps me relax and get m day off to a good start.",2,2,0.1,100,24,5,30,10,2,1,4,4,4,2,4,4,4,4,1,4,2,4,4,2,2,4,2,2,4,4,4,4,4,2,2,2,4,4,2,4,5321,3674,4503,4587,4159,4265,2642,2,20,2,1,6,5,4,4,catholic,not much lol rofl lmao,to get us to think about gratitude and then decide how wed split money,2,2017-05-25-03-48,2017-05-25-03-57,51,40,0
98,1,"I lived in this old house with a basement, and there was a basement. When you walked down into the basement, you felt a presence, not just me EVERYBODY that walked down the stairs into my basement. I believe this was a spirit down there, not evil or bad, just there. I lived in that house for 2 years, and the spirit never bothered me or harmed anyone, but it just wanted you to know that it was there....Presence. I even started to announce myself when going down the stairs, like saying hi or how are you doing, just because it made me feel more at ease I guess. My cats NEVER went down into that basement either, which was another thing that triggered me into believing that there was something down there inside that basement. This is my first ever ghost experience, and I never really believed in ghost",2,2,0.1,100,24,4.5 days,30,20,2,2,3,4,2,2,4,4,4,1,3,3,4,2,4,4,2,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,19360,11930,34798,36963,29075,32344,38071,2,36,2,0,5,1,1,1,nothing,That this was going to be a survey on how writing and personality and religion go together,"Well it has undertones of religious qualities to it that I was a little unclear with to begin the survey, but I was alright with it.",3,2017-05-25-05-18,2017-05-25-05-33,57,47,1
99,1,"I was raised in a Catholic family. I went through all the typical traditions like Communion, Confession and Confirmation. I struggled a bit with my faith throughout high school but was always able to come back to it. It wasn't until more recently that I really had a firm grasp on my religious beliefs. What I see going on in the world and how my fellow Christians have handled these events have solidified my belief that religion is more harmful than beneficial. Christians that claim to be pro-life show no regard for living children, only fetuses. Christians that say they don't judge others fight against gay marriage and transgender lifestyles. Christians that are open to helping all people turn their backs on refugees, the poor and the homeless. Christians who donate their money to churches and then stock pile the rest in investment accounts can't stand the thought of paying taxes for government entitlement programs to help the sick, old and poor. If this is what religion looks like, I want no part in it.",2,2,0.05,5 minutes,47 days,4.5,29,20,3,1,5,5,1,1,2,5,1,2,2,5,4,1,5,4,5,2,1,5,5,4,4,4,4,4,5,4,2,4,5,4,21109,8498,8142,31847,10795,25726,34631,1,25,2,0,7,1,1,1,None,Nothing,How religious people feel about the world around them,2,2017-05-25-15-32,2017-05-25-15-45,79,49,6
100,1,The day that my mother passed away. I was sitting in the room with her as she laid in the hospital be and I asked her if she was around to give me a sign and the lights flickered and I heard a light knocking on the wall. I was talking to her the morning of the funeral and my lights deemed in the dinning room. Also when the pastor started talking about her girls at the funeral. All the lights deemed. I feel it was my mother.,1,2,0.05,100,48,4,15,10,3,2,4,4,2,2,3,5,2,3,3,4,4,2,5,5,4,2,1,5,4,4,4,5,5,5,4,4,4,4,5,4,5371,4370,44224,28935,58093,33477,9463,2,40,2,1,6,4,3,2,Christian,nothing,I am not sure what this study was trying to accomplish,4,2017-05-25-05-13,2017-05-25-05-26,69,52,3
101,2,"As a Muslim, I pray five times every day. I pray once before the sun comes up, twice in the afternoon, and twice in the evening. This helps keep me on a good schedule, especially for sleeping. This also helps keep me grounded since it's basically a meditation session every few hours. I drop whatever I'm doing and go pray. It's a nice break, ya know? I feel it keeps me spiritually healthy. It actually promotes good hygiene too because a Muslim has to pray under certain conditions. The room has to be clean, the clothes have to be clean, and you yourself have to be clean. We must use water to clean ourselves thoroughly after using the restroom, we should smell nice and brush our teeth often, and usually before every prayer I perform a purifying ritual called ""wudu."" I wash my hands, arms, mouth, nose, face, head, ears, and feet. I think, aside from the spiritual benefits, this prayer schedule has a lot of practical benefits for me as well throughout my day.",1,2,$0.05,5 minutes,47,4 days,29,$20,3,2,5,5,1,1,1,5,1,5,1,5,5,1,5,5,5,1,2,5,5,5,4,5,5,5,5,4,5,5,5,5,18839,14102,9718,137733,24931,75791,28331,1,23,2,1,7,6,8,5,Muslim,Nothing but I think it's kinda funny that I wrote about praying for my daily experience and the survey ended up being about religious beliefs.,People's religious beliefs compared to their critical thinking,4,2017-05-25-15-44,2017-05-25-16-02,80,58,7
102,2,"After waking up, I take my perscriptions I have to deal with daily, and then feed the five cats I and my boyfriend have, and take my dog outside for her morning time outside.  I then come back inside, fix breakfast, feed the dog, fix my boyfriend's coffee and ask if he would like anything else as he's usually not a breakfast eater.  I also then have breakfast myself, and afterward get the second cup of coffee, check email especially now since the company I do business with that",1,2,0.1,5,24,9,30,$10.00,1,1,5,3,1,1,1,5,1,1,2,5,5,3,1,4,5,1,5,5,3,3,3,1,3,4,1,1,1,4,5,4,19168,4474,19226,27272,17791,31464,29812,2,60,2,1,6,5,7,5,Episcopal,Nothing,I am not sure.,1,2017-05-25-05-43,2017-05-25-06-09,71,33,1
103,1,"HMM THE MOST POWERFUL SPIRITUAL EXPERIENCE I HAD IS WHEN I WAS VISITED BY CLOSE RELATIVES WHO HAD PASSED RECENTLY. BASICALLY AFTER PASSING I RECEIVED VISITS FROM MY FATHER, BROTHER IN LAW AND MOTHER IN LAW ONE DAY AFTER PASSING. THEY WERE FRIENDLY VISITS AND I THINK THE PURPOSE OF THE VISITS WERE TO JUST SAY GOOD BYE AND PROVIDE ME A REMINDER TO TAKE CARE OF OTHER CLOSE RELATIVES WHO WERE LEFT BEHIND. I JUST BASICALLY WOULD TALK TO THEM AND LET THEM KNOW THAT I WILL NOT TAKE THE PEOPLE LEFT BEHIND FOR GRANTED.  IT WAS SPIRITUAL IN NATURE BECAUSE SOMETHING WEIRD WOULD HAPPEN RIGHT BEFORE THE VISIT. SOME EXAMPLES INCLUDE THE TURNING OFF OF TVS, AIR CONDITIONERS AND RADIOS. JUST WEIRD HAPPENINGS LIKE THAT AND THEN WEIRD SENSATIONS LIKE SOMEONE WAS HOLDING ME AND IT WAS A WARM FEELING ON MY BODY. I COULD LITERALLY FEEL THEM TOUCHING THEM AND I HAD A NEED TO TALK TO THEM FOR COMFORTING PURPOSES. IT WAS THESE INSTANCES THAT I AM CONVINCED OF MY RELIGIOUS AND SPIRITUAL EVENTS THAT OCCURRED TO ME.",2,2,0.1,100,24,3,15,10,2,2,4,4,1,2,2,3,2,2,2,3,4,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4,5,4,4,4,10673,7673,6503,16621,6633,30173,5801,2,55,1,1,7,5,7,5,CATHOLIC,NOT MUCH,DOES YOUR PERSONALITY HAVE ANYTHING TO DO WITH YOUR RELIGIOUS LIFE?,2,2017-05-25-05-13,2017-05-25-05-25,67,49,0
104,1,"This is an odd question for me, because I am not a religious or spiritual person at all.  I suppose I figured out precisely how NOT spiritual I am after going to temple with my family members at a young age (8?), listening to the rabbi's sermon, and having nothing but questions: why was no one questioning his claims? Where were the discussion points, why was there no debate, how do we know that any of this is true? ~~~~I am a scientist now. I suppose my inclination towards questioning (and hypothesis-testing) could have given that away.~~~~I have not experienced a spiritual moment that convinced me of the existence of any sort of higher power. I trust that people have experienced such things and believe them when they discuss how moving those moments were for them, but it is not something I'm able to relate to first-hand.~~~~I hope this satisfies your survey goals - apologies if it's not what you were looking for in an answer...but my 'religious beliefs' are non-religious/atheist. A scientific career has only solidified this view.",1,2,0.05,100,47,9,30,80,1,2,5,5,1,1,5,5,1,2,3,5,5,1,4,4,5,2,3,5,4,4,4,2,3,4,4,3,3,4,4,4,39810,9860,25955,20192,7193,20280,17844,2,27,2,0,6,1,1,2,atheist,nothing,was the initial bit a manipulation of some kind? was writing about a spiritual experience supposed to influence my responses subsequently?,2,2017-05-25-06-09,2017-05-25-06-21,73,43,2
105,1,Last summer I was in Connecticut looking for apartments with my girlfriend. When I was driving the beauty of the nature just made me feel like I was closer to god. Till this day that's probably the happiest I've been.,1,2,0.05,5,47,4 days,30,10,2,1,5,5,2,1,1,5,1,1,1,5,5,1,4,5,5,1,1,1,3,2,1,1,1,1,3,1,1,5,5,3,4090,4382,9638,49633,7441,7794,10576,1,26,1,1,7,1,1,1,n/a,nothing,to see if people are still practicing religion the same way,2,2017-05-25-14-47,2017-05-25-14-59,83,27,4
106,2,"every night around 7 pm its bath time with my son. we have the same routine in the bath. first its scrubbing up , then playing, then brushing our teeth then he gets to pull the plug and say ""bye bye"" water. I always look forward to bath time with him to wind down from our day and he usually plays hard before bathtime so he gets that time to settle down. afterwards he gets his jammies on and we lay down and have some milk before bed. by that time hes usually more then ready for bed and lets me put him in his crib while he babbles to himself before he falls asleep.",2,2,0.1,100,24,6,1,10,2,2,3,4,2,3,4,2,2,2,2,4,4,2,4,4,4,4,1,4,4,4,4,5,4,3,4,2,4,4,4,5,10377,15209,31134,30497,15724,37738,19371,2,34,1,1,6,2,4,2,muslim,i knew it was a survey on writing and personality due to the description of the HIT,the question of do you believe in god?,2,2017-05-25-05-16,2017-05-25-05-31,61,47,0
107,1,I had a successful invitro fertilization and had been unable to conceive for over 5 years. I had attempted invitro many times and was also unsuccesfull. My ability to be pregnant after so much persistence and preserverance was very spiritual.,1,1,0.1,500,24,12,30,10,2,2,5,4,4,2,2,4,4,2,4,4,4,2,2,4,2,2,2,2,3,3,2,4,4,4,2,4,2,4,4,2,2525,2859,3345,3685,2370,2135,3786,2,30,2,1,5,4,7,4,muslim,n/a,Not sure beliefs and spirituality,3,2017-05-25-06-03,2017-05-25-06-11,59,38,0
108,2,"Usually regular days in my life are just pretty boring. I take care of my son, do chores, i don't get out much and i don't have a lot of friends. Really I don't know what i would do with out my son. My fiance recently went away on business so i have had a lot of social anxiety as of lately, along with severe depression. I look forward to each day i have with my son, but i don't feel that I have much otherwise to look forward to.",2,2,0.1,100,47,6,15,10,2,1,2,4,4,3,4,2,4,4,4,3,3,2,4,4,4,4,3,3,3,3,2,4,4,4,4,3,2,4,3,4,3915,4215,6646,9227,6377,24832,11569,2,24,2,0,3,3,1,1,NA,Nothing,I'm not sure.,2,2017-05-25-03-52,2017-05-25-04-03,48,40,1
109,2,"My dog running off leash and into the cow field. Alsmot every morning I walk her. She somehow gets off her leash and runs to the cows. They play for a bit, licking each other's faces. Then I try to run her down, without the cows thinking it's meal time again. This goes on again when I take her out after lunch. I work so close to home I am able to come home and walk her several times a day. She plays with the cows and I get a chuckle. I run after her. All in all it's a bit of a game. It's one of the little things everyday that make me smile. We live in a rural area so that is the best entertainment I get all day. Taking care of my dog.  Feeding her. Giving her water. Walking her. Her running away. Me chasing. The cows causing a ruckus. The whole thing is a fiasco and it happens everyday. In fact it happens several times a day. The ladies at work laugh themselves silly when I come back all tuckered out from running cows and dogs. It is very sweet. I look forward to it. Even if it is a bit of a hassle.",1,2,0.05,15,26,3,30,20,2,2,3,5,1,1,1,4,1,1,1,4,4,1,4,4,4,4,1,4,5,5,5,5,4,4,5,5,4,4,4,4,12253,8657,4626,38837,22683,16319,18716,1,27,2,1,7,4,3,2,Christian,Nothing,How intelligence differs,2,2017-05-25-04-14,2017-05-25-04-27,74,54,2
