id,iv1_write,iv1_text,iv2_threat,threatened,bullshit_receptivity_scale_1,bullshit_receptivity_scale_2,bullshit_receptivity_scale_3,bullshit_receptivity_scale_4,bullshit_receptivity_scale_5,bullshit_receptivity_scale_6,bullshit_receptivity_scale_7,bullshit_receptivity_scale_8,bullshit_receptivity_scale_9,bullshit_receptivity_scale_10,bullshit_receptivity_scale_11,bullshit_receptivity_scale_12,bullshit_receptivity_scale_13,bullshit_receptivity_scale_14,bullshit_receptivity_scale_15,bullshit_receptivity_scale_16,bullshit_receptivity_scale_17,bullshit_receptivity_scale_18,bullshit_receptivity_scale_19,bullshit_receptivity_scale_20,bullshit_receptivity_scale_21,bullshit_receptivity_scale_22,bullshit_receptivity_scale_23,bullshit_receptivity_scale_24,bullshit_receptivity_scale_25,bullshit_receptivity_scale_26,bullshit_receptivity_scale_27,bullshit_receptivity_scale_28,bullshit_receptivity_scale_29,bullshit_receptivity_scale_30,brs_not_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,brs_total
37,1,"An average day in my life consists of almost exclusively one word, meetings. At work, my day begins with a meeting with all of the production departments at my work, and from there, the meetings rarely stop. One specific occasion that sticks out is the meeting that I had most recently. The Plant Operations Manager was telling a story about his time in the military during the production meeting. This is a relatively frequent experience, and I frequently am communicating with the Operations Manager in the course of my job. He is a great guy, that would do most anything for anyone, and he and I get along really well. He relies on me in my role to give him the information he needs most when he needs it.",1,0,2,3,2,1,2,5,2,4,2,3,3,4,3,3,3,2,3,2,4,2,5,4,3,3,2,3,4,4,4,2,0,28,1,2,5,2,4,1,Christian,I did not know anything about this experiment prior to participating,Do Christians perceive themselves as more or less religious after reading an article about religious trends?,3,2017-07-01-14-14,2017-07-01-14-24,89
38,2,A spiritual experience I had was when a family friend had died. I felt a very comforting presence before the news was presented to me for some reason. I have come to the conclusion that it was a spiritual presence because I never felt that moment before.,2,0,2,4,1,2,1,3,2,2,1,2,2,4,1,2,1,2,2,2,2,2,2,3,3,3,1,2,2,3,3,3,0,25,1,2,7,5,3,2,Sunni Islam,To investigate story writing and personality.,To see what we think about certain statements.,3,2017-07-01-15-04,2017-07-01-15-21,65
39,2,When I was in school I would make some really stupid mistakes.  In making these mistakes I would find myself listening to someone the next day.  I realized quickly after a few incidents that I should have had major trauma and I didn't that I needed to be listening.  I can't say it was a voice but like I was hearing something.  I wouldnot call it anything other than divine intervention.  Once I started listening and acting better my life turned around for the better.,1,1,4,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,3,4,3,2,4,4,4,3,3,3,3,3,4,0,39,2,2,6,6,4,2,Baptist,nothing,How people rate what is going on aganist their beliefs.,4,2017-07-01-05-32,2017-07-01-05-52,103
40,2,"I'm not a particularly religious person, but I do have some spiritual beliefs. Not in the form of coincidences and that sort of thing, but I have faith in the underlying connections that happen in nature and the universe. There was one moment, for instance, when I was hiking in Japan. I was out in the mountains alone, and the hike had taken longer than I expected. It was quickly  growing dark. I didn't have a flashlight, but I knew I was on the right road, as I had exited the trail. There were few streetlamps, and it was summer, so the road was infrequently traveled. It was a good half hour to the station, but as I walked there were dozens upon dozens of fireflies drifting up from a nearby river and buzzing around. It wasn't enough light to see by, of course, but it was haunting and beautiful and captivating. The soft glow lingered in me long into the night. It was a powerful thing",1,0,4,1,2,2,4,4,3,3,1,4,1,3,3,4,3,1,3,2,4,2,2,3,3,3,3,3,2,3,1,3,0,26,1,1,6,1,1,1,agnostic,nothing,No clue.,2,2017-07-01-03-45,2017-07-01-03-54,80
41,2,"When I first found out that my grandmother was diagnosed with stage 4 cancer I was devastated. The doctors sent her home with 6 months to live. I cried for hours that day and I eventually fell asleep. While I was sleeping, I was awoken by the feeling of someone shaking me. I quickly sat up and looked around and no one was there. I laid by down feeling strangely calm and at ease. As soon as I closed my eyes I heard a voice say be still and here my will. I knew it was God that I had heard and I felt so peaceful. I instantly has flashes of my grandmother healthy and alive at my wedding many years in the future. I know that it was God showing me my grandmother would survive.",2,1,3,2,2,2,4,2,2,3,1,3,1,2,2,1,2,2,2,2,1,1,1,3,1,1,1,1,3,2,2,3,0,30,2,2,7,5,7,2,Evangelical Christian,I did not know anything about this experiment before I started.,I believe this study was examining how firmly people believe in God.,2,2017-07-01-05-40,2017-07-01-06-07,58
42,2,"My brother was three and had leukemia. We were on vacation in Philadelphia and he wasn't feeling well. We were on the way to the hospital and he passed out. We rushed him in and they took him back. I watch as they shocked him and gave him a shot to start his heart. He had stopped breathing for a minute just as we brought him in the doors. It was because of dehydration, and it happened within.~~I went and sat outside because I was so overwhelmed. I sat on the sidewalk in the middle of a construction zone and all of a sudden a butterfly came and landed right in front of me. My mom and I always associated a butterfly with my dead Grandma because they were her favorite. I knew then that she was looking out for us and that everything would be okay.",2,0,3,4,2,2,3,3,3,5,3,3,4,2,3,5,3,2,4,5,4,4,2,4,3,5,5,4,5,5,5,4,0,30,1,1,6,1,1,1,Atheist,I am not sure.,I am not sure.,6,2017-06-30-20-23,2017-06-30-20-32,109
43,2,"When I was 16 (1973) I took LSD with two other friends. This was about the 5th time I took it. This was blotter acid which is known to be among the most powerful of ""acids"". While listening to Dark Side Of The Moon I began to get freaked out. I went upstairs by myself as my friends stayed in the basement. I looked into the mirror and I could see my father's eyes and my mother's nose/mouth clearly. Then I began to leave my body. Just a little bit but I realized that YES I am a spirit. That I am something outside my body. That I am eternal. That this spirit is apart from my body. This lasted about 3 minutes or so. This showed me that indeed we all are spirits. That yes the body will eventually move on but we will live forever and we can not really be killed.",1,0,1,1,1,3,4,2,4,3,3,2,3,4,1,4,2,4,3,3,4,2,1,3,3,4,3,3,5,4,3,5,0,60,1,2,3,4,2,2,Roman Catholic,"Nothing, never seen anything to do with this experiment",Our own spiritual experiences we wrote about in contrast to how profound we think certain statements or beliefs are.,2,2017-07-01-14-11,2017-07-01-14-26,88
44,1,"Everyday at the crack of dawn I wake. It doesn't matter if my alarm sounds or not. I get up, make coffee and get dressed for work. I get to work around 6:58 and log into my phone. By 7, I'm ready to get started with my first customer and I am half way through my yeti filled coffee mug. Life slowly seeping into me. After my first half of work, I work a split shift, I stand outside and gossip with two of my friends. We talk about our lives and relationships. After our daily session, I go see my boyfriend. He lives very closely to my job. We typically spend about an hour together before I leave to come back home to my house and take a nap",2,1,2,3,2,1,1,1,1,3,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,,3,2,1,1,0,31,2,2,7,5,6,4,Non denomination,That this was a story writing experiment,To see if you voiced your religious beliefs in your story,3,2017-07-01-14-12,2017-07-01-14-25,
45,1,An Average Day in the Life of a Retired IT Manager~~~~My average day still consists of 5 to 6 hours on the computer.  The main difference is I don't have to listen to complaints or the fantasies  of computerphobes about how these devices will take over and humanity will be their servant.   I'm not the servant of my computer in my retirement - I am the servant of my cats...and making ends meet and the computer helps with the latter.  I get up very early and d,2,0,4,1,1,2,1,2,2,1,1,1,1,2,3,1,1,2,4,1,1,2,4,1,1,1,2,1,4,3,1,1,0,65,2,1,6,1,1,1,None,Not a thing,Does the fundamental belief in an all-knowing deity change the acceptance of a quantum theory?,3,2017-06-30-23-31,2017-06-30-23-51,53
46,1,"While sitting on the couch I discussed with my father whether I would be able to have a car to go to work. With my car being broken my father and I have to share a car, if he has somewhere to go, and I have to work, he ends up having to drop me off and I feel trapped at work. This seems to be something that happens every day as my car is broken down a lot and I do not have the money to fix it. It's very stressful to share a car with my father, as I would like to have the freedom to go places without him checking in on me continuously. ~~On this particular day, my dad did have something to do and my mom had to work as well so our two cars were all taken up and I would have to be dropped off and picked up from work. Again.",2,0,4,1,3,1,2,4,2,1,2,4,5,4,2,1,1,3,4,3,3,4,3,3,4,2,1,4,4,1,3,1,0,21,2,1,7,1,1,1,agnostic,That I would need to write something and take a survey,To determine how religious people are in relation to science statement.,2,2017-07-01-00-40,2017-07-01-00-50,80
47,2,"When I was a teenager I was agnostic. I had some odd-end spiritual beliefs left over from my childhood--like my beliefs in psychic phenomena, in some aspects of Wiccanism, in the sanctity of life, and in the power of life pervading creation. I don't remember the cause of why I lost any ability to have faith. But I know that something happened to me, something bad. I sat back in my father's study and was looking out the window. I was fifteen. This was a very bad year for me. I saw the sunlight, the mock orange blooming, the marvels that arrested my breath and usually reaffirmed in me the underlying life of creation, the divinity in the daily world I experienced. But that day, I remember thinking: no, this is too cruel. In my head, the equation became very simple.~~~~Presuming god is in everything and everything is god's plan:~~~~If god is good, and there is evil, there is no god.~~If god is just, and there is injustice, there is no god.~~If god is merciful, and there is cruelty, there is no god.~~~~I decided, in that moment, that there could not be a god because I could not believe in a god that created a world such as one that",2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,30,2,1,7,1,1,1,Atheist,"Nada. All your questions seemed like word soup, though. Plus it's annoying when people use the word quantum without having any idea what it means.","The participants' willingness to ascribe obscure, meaningless statements with profundity after priming the participants with a memory of a religious experience.",2,2017-07-01-00-46,2017-07-01-01-02,31
48,2,"I walk sometimes around Lake Eola near downtown Orlando. This is a very happy walk for me, since I'm close to the lake and I observe swans, ducks and other birds. It is peaceful and relaxing. I like to see the mama birds and ducks in their habitat and it makes me feel satisfied, happy and close to God. I also feel very spiritual, relaxed, and close to God when I walk along the beach. The sound of the water and the feeling of the water on my feet and legs makes me feel very grounded to the earth, happy, relaxed, and closer to God or my higher power.",2,0,4,4,4,4,1,5,3,3,2,3,4,3,3,3,3,5,4,4,1,4,3,3,4,3,3,3,3,1,5,4,0,41,2,2,7,3,5,4,Unitarian Universalist,I knew nothing.,Maybe the belief in God and wonder.,3,2017-07-01-01-23,2017-07-01-01-34,99
49,1,"I like to play video games a lot and do it most days. The downside can be that it's a huge time sink, especially with the longer RPGs I prefer. On the other hand, I get a lot of entertainment out of them. I don't have a family to take care of, so I'm not letting anyone down. It can interfere with my work on mturk, but I've managed to work out a system where I play in intervals when there are no hits to work on.",2,0,2,1,3,1,2,1,1,2,1,2,2,2,2,3,2,1,2,2,1,2,1,2,1,3,1,2,1,2,1,2,0,35,1,1,4,1,1,1,none,no,I don't know.,1,2017-06-30-20-31,2017-06-30-20-39,51
