id,condition,duration,dem_gender,dem_age,dem_employment,dem_income,dem_education,dem_religion,dem_religion_12_TEXT,dem_religious,dem_party,dem_party_4_TEXT,dem_ethnicity,dem_ethnicity_8_TEXT,dem_marriage,dem_orientation,dem_orientation_4_TEXT,letter_timing_first_click,letter_timing_last_click,letter_timing_page_submit,letter_timing_click_count,pti_ii_religion,pti_ii_politics,pti_ii_gender,pti_ii_orientation,pti_ii_age,pti_ii_race,pti_ii_family,pti_ii_profession,pti_ii_other_label,pti_ii_other,pti_ii_rank_order_1,pti_ii_rank_order_2,pti_ii_rank_order_3,pti_ii_rank_order_4,pti_ii_rank_order_5,pti_ii_rank_order_6,pti_ii_rank_order_7,pti_ii_rank_order_8,pti_ii_rank_order_9,pti_1,pti_2,pti_3,pti_4,pti_5,pti_6,attention_check_1,pti_7,pti_8,pti_9,pti_10,pti_11,pti_12,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,attention_check_2,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,cm_1,cm_2,cm_3,cm_4,cm_5,crt_1,crt_2,crt_3,attention_check_crt,pol_att_01,pol_att_02,pol_att_03,pol_att_04,pol_att_05,pol_att_06,pol_att_07,pol_att_08,pol_att_09,pol_att_10,pol_att_11,Fake1_2,Fake1_RT_first_click,Fake1_RT_last_click,Fake1_RT_page_submit,Fake1_RT_click_count,Fake2_2,Fake2_RT_first_click,Fake2_RT_last_click,Fake2_RT_page_submit,Fake2_RT_click_count,Fake3_2,Fake3_RT_first_click,Fake3_RT_last_click,Fake3_RT_page_submit,Fake3_RT_click_count,Fake4_2,Fake4_RT_first_click,Fake4_RT_last_click,Fake4_RT_page_submit,Fake4_RT_click_count,Fake5_2,Fake5_RT_first_click,Fake5_RT_last_click,Fake5_RT_page_submit,Fake5_RT_click_count,Fake6_2,Fake6_RT_first_click,Fake6_RT_last_click,Fake6_RT_page_submit,Fake6_RT_click_count,Fake7_2,Fake7_RT_first_click,Fake7_RT_last_click,Fake7_RT_page_submit,Fake7_RT_click_count,Fake8_2,Fake8_RT_first_click,Fake8_RT_last_click,Fake8_RT_page_submit,Fake8_RT_click_count,Fake9_2,Fake9_RT_first_click,Fake9_RT_last_click,Fake9_RT_page_submit,Fake9_RT_click_count,Fake10_2,Fake10_RT_first_click,Fake10_RT_last_click,Fake10_RT_page_submit,Fake10_RT_click_count,Fake11_2,Fake11_RT_first_click,Fake11_RT_last_click,Fake11_RT_page_submit,Fake11_RT_click_count,Fake12_2,Fake12_RT_first_click,Fake12_RT_last_click,Fake12_RT_page_submit,Fake12_RT_click_count,Real1_2,Real1_RT_first_click,Real1_RT_last_click,Real1_RT_page_submit,Real1_RT_click_count,Real2_2,Real2_RT_first_click,Real2_RT_last_click,Real2_RT_page_submit,Real2_RT_click_count,Real3_2,Real3_RT_first_click,Real3_RT_last_click,Real3_RT_page_submit,Real3_RT_click_count,Real4_2,Real4_RT_first_click,Real4_RT_last_click,Real4_RT_page_submit,Real4_RT_click_count,Real5_2,Real5_RT_first_click,Real5_RT_last_click,Real5_RT_page_submit,Real5_RT_click_count,Real6_2,Real6_RT_first_click,Real6_RT_last_click,Real6_RT_page_submit,Real6_RT_click_count,Real7_2,Real7_RT_first_click,Real7_RT_last_click,Real7_RT_page_submit,Real7_RT_click_count,Real8_2,Real8_RT_first_click,Real8_RT_last_click,Real8_RT_page_submit,Real8_RT_click_count,Real9_2,Real9_RT_first_click,Real9_RT_last_click,Real9_RT_page_submit,Real9_RT_click_count,Real10_2,Real10_RT_first_click,Real10_RT_last_click,Real10_RT_page_submit,Real10_RT_click_count,Real11_2,Real11_RT_first_click,Real11_RT_last_click,Real11_RT_page_submit,Real11_RT_click_count,Real12_2,Real12_RT_first_click,Real12_RT_last_click,Real12_RT_page_submit,Real12_RT_click_count,pdiFirst,perceived_threat_to_identity_total,conspiracy_mentality_total,conservative_political_beliefs_total,need_for_closure_total,importance_of_identity_total,cognitive_reflection_test_total,belief_in_fake_news_total,belief_in_real_news_total
67,Non-religious Threat,895,Female,19,A student,"$100,000 to $149,999","Associate degree (for example: AA, AS)",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,146.536,146.89,148.081,2,6,6,6,6,4,1,6,6,N/A,7,1,2,4,5,7,8,3,6,9,1,1,1,1,1,1,7,1,1,1,1,1,3,6,5,6,5,2,6,6,6,6,6,1,5,6,6,4,6,11,11,10,7,9,0.1,100 minutes,24 days,999,1,2,3,2,5,4,5,1,80,100,80,1,2.878,2.878,3.996,1,1,2.866,2.866,3.911,1,2,2.728,2.728,3.655,1,1,6.132,6.132,7.209,1,1,4.041,4.041,5.443,1,1,3.803,3.803,4.507,1,4,4.71,5.185,6.33,2,4,7.041,7.926,8.993,2,1,3.953,3.953,7.602,1,1,3.569,3.945,4.737,2,1,5.601,6.929,8.205,2,1,2.506,2.506,3.583,1,3,3.348,3.348,4.117,1,4,2.829,4.275,4.769,2,2,6.658,6.658,8.419,1,2,2.684,3.527,4.611,2,4,6.811,6.811,7.683,1,4,3.733,3.733,4.614,1,4,4.821,5.475,7.385,2,3,4.961,5.921,6.66,2,1,4.139,5.227,5.6,2,1,4.139,4.139,5.315,1,3,4.279,5.636,6.424,2,1,5.07,5.852,6.929,2,0,1.2,9.6,0.608826161,5.266666667,5.125,0,19,32
68,Religious Threat,1693,Female,23,Out of work and looking for work,"Less than $10,000",High school graduate - high school diploma or the equivalent (for example: GED),Catholic,NA,No,Independent,NA,Hispanic or Latino,NA,Never married,Heterosexual or straight,NA,306.041,306.041,308.2,1,2,2,2,2,2,2,2,2,N/A,7,7,8,4,5,6,2,1,3,9,2,2,2,2,5,2,7,2,2,1,2,3,2,4,3,3,4,2,4,4,2,6,3,3,2,3,4,4,3,11,8,8,4,8,$0.10,5 minutes,24,999,2,4,2,2,3,4,3,4,50,50,50,1,4.718,14.756,15.605,4,2,5.249,5.249,6.754,1,2,0.455,3.454,4.797,2,2,9.933,9.933,12.119,1,2,8.525,8.525,13.423,1,2,4.649,6.054,8.104,3,2,20.533,20.533,21.838,1,1,12.095,12.095,14.231,1,1,7.078,10.195,14.192,2,2,5.773,5.773,9.275,1,3,1.149,16.769,18.517,2,2,6.518,6.518,7.506,1,2,13.952,13.952,15.118,1,2,9.078,9.078,10.066,1,2,7.436,7.436,9.347,1,2,22.844,22.844,24.427,1,2,17.822,17.822,19.88,1,2,7.737,7.737,8.557,1,2,15.275,15.275,16.858,1,2,7.124,7.124,8.555,1,2,9.195,9.195,17.448,1,2,7.628,7.628,11.03,1,2,13.977,14.491,16.204,2,2,16.564,16.564,17.988,1,1,2.1,7.8,0.301636063,3.4,2,1,22,24
69,Raelian Threat,1626,Female,19,A student,"$50,000 to $59,999",High school graduate - high school diploma or the equivalent (for example: GED),Catholic,NA,Yes,Other,N/A,Hispanic or Latino,NA,Never married,Heterosexual or straight,NA,250.045,250.045,251.302,1,4,1,4,4,5,6,6,6,N/A,7,3,8,7,6,5,2,1,4,9,5,1,2,2,4,4,7,5,5,4,1,3,4,6,1,5,6,1,5,5,6,6,2,6,6,4,5,6,4,11,8,9,7,11,$0.10,100 Minutes= 1 Hour 40 Minutes,24 Days,999,2,5,1,2,4,2,3,3,50,50,50,3,15.278,15.278,16.524,1,1,5.41,5.41,7.311,1,2,4.116,4.116,5.371,1,2,21.229,21.229,22.396,1,3,8.574,8.574,10.304,1,3,12.515,12.515,13.256,1,3,6.09,6.09,7.651,1,3,13.39,13.39,16.466,1,1,7.954,7.954,10.005,1,2,8.404,8.404,9.848,1,3,20.781,20.781,24.126,1,1,15.652,15.652,16.812,1,3,5.174,5.174,6.261,1,3,8.873,8.873,9.822,1,2,10.544,10.544,12.557,1,3,8.906,8.906,10.221,1,2,3.414,3.414,15.491,1,3,9.397,9.397,10.207,1,3,17.875,18.874,19.378,2,2,8.317,8.317,13.671,1,2,16.001,16.001,17.099,1,3,9.508,9.508,10.91,1,3,12.692,12.692,13.928,1,2,17.309,17.309,20.555,1,1,3.2,9.2,0.094593742,5.133333333,4.5,0,27,31
70,Raelian Threat,1797,Male,20,Out of work and looking for work,"$10,000 to $19,999",High school graduate - high school diploma or the equivalent (for example: GED),Protestant,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,83.61,245.117,246.544,4,5,5,4,4,1,3,4,6,n/a,7,1,2,6,7,8,4,5,3,9,5,1,2,3,7,2,7,5,5,1,1,7,7,4,4,4,1,4,4,5,1,6,4,3,5,5,6,1,4,5,2,2,1,2,0.1,100,24,999,5,4,4,5,5,5,4,5,90,100,100,1,12.15,12.15,15.721,1,3,9.643,9.643,36.501,1,1,3.876,3.876,5.488,1,2,30.023,30.023,30.942,1,2,16.029,16.029,17.364,1,2,25.761,25.761,33.947,1,2,9.034,9.034,10.248,1,1,14.016,14.016,15.748,1,1,26.177,29.513,30.532,2,1,4.874,4.874,8.206,1,1,12.038,14.572,15.642,3,1,8.864,8.864,9.81,1,2,15.368,15.368,24.504,1,4,9.887,9.887,10.717,1,3,8.896,8.896,9.783,1,3,16.264,16.264,17.4,1,3,13.176,13.176,14.425,1,4,13.547,13.547,14.872,1,3,16.443,16.443,19.393,1,3,9.064,9.064,10.717,1,1,35.38,35.38,37.609,1,1,22.7,22.7,23.907,1,3,7.412,7.412,8.764,1,3,18.736,18.736,19.873,1,0,3.8,2.4,1.827577973,3.533333333,4,0,18,33
71,Non-religious Threat,2696,Female,24,A student,"$10,000 to $19,999","1 or more years of college, no degree",Agnostic,NA,No,Democrat,NA,White,NA,Never married,Bisexual,NA,286.469,286.469,288.074,1,1,2,3,2,1,4,6,5,N/A,7,8,6,4,5,7,3,1,2,9,5,5,6,6,6,7,7,6,5,2,5,6,6,4,5,5,6,2,4,5,3,6,2,3,4,5,5,3,4,10,8,9,6,8,$0.10,100 minutes,47 days,999,1,3,1,2,2,2,2,3,12,0,10,2,7.785,7.785,9.377,1,2,5.36,6.944,8.139,2,2,41.732,108.145,129.869,3,2,12.92,22.523,28.621,2,3,24.643,24.643,32.652,1,2,9.436,11.109,14.171,2,2,6.278,6.278,9.326,1,3,21.059,21.059,23.009,1,2,84.537,87.299,88.488,2,3,8.699,8.699,10.005,1,1,16.905,16.905,18.265,1,3,6.348,8.169,10.522,3,2,26.769,26.769,27.581,1,3,16.04,16.04,16.829,1,2,2.714,23.996,25.146,4,3,11.976,15.213,16.246,2,3,6.172,8.066,9.229,2,2,15.516,15.516,23.345,1,2,21.501,21.501,37.956,1,3,9.749,9.749,10.52,1,3,11.632,11.632,14.322,1,2,11.568,11.568,17.95,1,3,18.154,18.154,23.815,1,2,24.507,24.507,30.84,1,1,5.7,8.2,-0.831264577,4.2,3,1,27,30
72,Religious Threat,1074,Female,35,Self-employed,"$40,000 to $49,999","Associate degree (for example: AA, AS)",Atheist,NA,No,Independent,NA,Asian,and 7,Divorced,Heterosexual or straight,NA,1.52,168.969,170.662,15,1,4,1,1,1,2,2,6,N/A,7,8,2,7,5,6,4,3,1,9,1,5,4,1,1,1,1,4,1,1,4,1,4,5,4,4,2,2,5,5,5,1,4,1,2,4,5,6,5,9,9,7,6,9,0.1,100 minutes,24,999,1,2,1,1,3,3,3,4,45,2,76,1,3.988,4.82,8.678,2,2,7.337,11.988,13.559,3,1,2.215,4.62,5.602,4,1,9.276,9.276,12.433,1,1,5.957,5.957,7.294,1,4,4.303,4.65,5.44,2,2,8.863,9.417,13.265,2,3,17.279,20.972,21.636,4,2,7.958,9.532,11.114,2,3,3.211,3.675,6.484,2,3,7.63,9.233,10.404,4,2,7.617,12.833,14.07,2,3,4.597,5.053,5.785,2,3,6.999,7.456,8.112,2,3,5.581,10.382,11.073,3,3,6.972,10.704,14.05,4,2,3.463,3.463,4.392,1,3,4.536,4.913,6.168,2,4,4.297,23.71,24.353,2,2,10.636,10.636,12.208,1,2,12.459,15.444,15.809,4,1,5.948,5.948,6.79,1,4,4.763,7.692,8.55,3,3,21.05,21.05,24.306,1,0,2.6,8,-0.318123926,4,2.25,0,25,33
73,Raelian Threat,1961,Female,18,A student,"$30,000 to $39,999","Some college credit, but less than 1 year",Christian,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,393.986,393.986,395.494,1,4,3,5,4,4,4,5,5,N/A,7,5,4,2,7,6,8,1,3,9,2,5,2,4,4,2,7,3,2,5,2,3,3,5,6,5,5,2,6,5,6,6,4,5,4,6,6,2,6,5,7,3,4,5,$0.10,100,24,999,4,4,1,1,4,3,3,4,50,40,35,1,8.983,8.983,10.279,1,2,8.682,8.682,10.927,1,2,5.514,5.514,6.433,1,2,20.041,20.041,21.057,1,3,7.501,7.501,8.389,1,3,9.873,9.873,11.01,1,2,10.909,10.909,12.016,1,1,24.975,24.975,25.922,1,2,24.905,24.905,26.102,1,2,13.39,13.39,14.359,1,2,15.124,18.421,19.192,2,1,9.104,9.104,10.902,1,3,22.973,22.973,24.141,1,2,42.317,42.317,43.285,1,3,6.83,6.83,7.854,1,3,9.191,11.761,12.706,2,3,4.766,5.577,6.251,2,2,8.403,8.403,9.161,1,2,19.873,19.873,20.565,1,3,23.224,23.224,25.676,1,2,23.369,23.369,25.083,1,2,6.803,6.803,7.683,1,2,11.247,11.247,12.038,1,2,10.127,11.602,12.3,2,1,2.8,4.8,0.123396922,5.066666667,4.25,0,23,29
74,Non-religious Threat,1268,Male,18,A student,"$100,000 to $149,999","Some college credit, but less than 1 year",Agnostic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,1.532,194.309,195.318,3,4,5,1,1,1,1,6,5,N/A,7,4,3,7,6,5,8,1,2,9,2,5,1,5,2,1,7,7,5,2,2,2,2,4,2,4,5,3,5,2,3,6,3,4,4,1,4,5,4,11,8,5,3,3,0.1,100,24,999,5,3,1,1,2,3,3,1,30,1,40,1,1.437,1.437,4.672,1,1,1.488,1.488,5.048,1,4,5.595,5.595,6.08,1,1,10.864,12.577,13.574,2,2,12.446,14.92,15.383,3,1,3.596,3.596,5.426,1,1,5.181,6.3,8.694,2,3,19.921,21.149,21.839,3,1,2.957,4.55,5.984,3,1,3.232,4.888,6.846,3,1,1.482,3.184,4.986,3,1,23.098,23.098,24.888,1,3,6.056,7.719,8.52,3,3,7.054,12.756,13.643,8,4,6.667,8.468,9.776,2,2,6.143,9.143,9.538,7,3,4.14,5.846,8.34,3,3,6.144,6.144,6.724,1,1,2.64,2.64,3.895,1,4,3.127,6.156,7.365,3,1,5.981,5.981,9.483,1,1,3.264,3.264,4.57,1,1,2.673,2.673,4.156,1,2,19.118,19.118,19.938,1,0,3.2,6,-0.461772208,4.266666667,3,0,18,28
75,Religious Threat,868,Female,18,A student,"$100,000 to $149,999","Some college credit, but less than 1 year",Catholic,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,203.478,203.478,204.766,1,1,1,1,1,3,2,1,3,N/A,7,6,5,2,1,7,4,3,8,9,4,2,2,2,5,1,7,4,2,2,2,2,3,4,5,4,5,4,5,6,5,6,6,4,4,4,5,5,5,9,10,11,7,10,0.1,100 min,24,999,3,3,1,2,3,3,1,5,11,24,41,2,4.312,7.321,8.17,3,1,2.593,4.136,4.957,2,3,5.908,5.908,6.717,1,2,2.071,2.071,3.675,1,2,1.542,1.542,2.253,1,2,6.299,6.299,7.16,1,3,1.686,3.338,4.366,3,1,4.519,7.924,10.664,3,2,0.793,0.793,1.859,1,2,10.879,12.444,12.8,2,1,1.773,7.522,8.829,4,1,4.799,4.799,5.954,1,2,1.166,1.166,2.557,1,2,2.956,6.528,7.543,4,2,1.472,1.472,2.54,1,3,1.731,6.869,8.101,3,3,2.548,2.548,3.418,1,3,3.338,3.338,4.035,1,2,2.337,2.337,6.901,1,3,2.534,2.534,3.521,1,2,3.075,3.075,4.597,1,2,1.514,1.514,3.177,1,3,3.11,4.577,6.306,2,2,2.343,2.779,4.3,2,1,2.4,9.4,-0.29526656,4.6,1.625,0,22,29
76,Raelian Threat,1647,Female,50,A student,"$10,000 to $19,999","1 or more years of college, no degree",Christian,NA,Yes,Independent,NA,White,NA,Now married,Heterosexual or straight,NA,194.674,194.674,197.019,1,5,2,3,5,2,4,5,5,N/A,1,1,7,4,6,8,5,2,3,9,4,4,6,5,5,6,1,5,4,5,4,4,5,4,4,2,2,1,2,4,2,1,1,4,2,5,4,1,4,2,5,6,6,6,0.1,100 machines 100 minutes 100 widgets,24,999,3,5,3,3,3,5,2,3,50,40,40,1,7.724,10.439,11.49,2,1,6.573,8.039,8.995,2,2,9.136,9.136,10.481,1,1,7.274,9.386,10.337,2,2,8.945,11.42,12.746,2,3,4.807,10.261,11.299,3,1,7.344,9.749,11.407,2,1,18.068,21.235,22.274,2,1,7.225,8.937,9.748,2,2,10.298,14.96,16.175,3,1,15.732,15.732,17.442,1,1,5.41,8.221,9.481,3,2,4.573,7.097,7.807,3,2,14.534,16.385,17.401,2,2,4.976,6.213,7.665,2,3,8.956,10.084,10.951,2,3,19.066,23.37,24.745,3,2,6.681,6.681,8.512,1,3,8.178,9.485,10.48,2,2,7.628,9.914,11.159,2,3,4.055,16.139,16.605,6,2,10.111,11.408,14.642,2,3,15.379,21.595,22.781,2,2,9.077,10.602,11.559,2,0,4.7,5,0.502385364,2.933333333,3.875,0,17,29
77,Religious Threat,1246,Female,22,A student,"$30,000 to $39,999",High school graduate - high school diploma or the equivalent (for example: GED),Catholic,NA,Yes,Other,NA,White,NA,Now married,Heterosexual or straight,NA,198.536,198.536,202.395,1,4,1,5,5,5,5,6,6,N/A,7,7,8,4,3,5,6,1,2,9,1,2,1,1,2,3,7,1,1,1,3,1,3,3,4,6,5,1,6,5,6,6,1,6,4,6,6,4,5,7,8,7,6,7,0.1,100,24,999,3,4,1,2,5,3,3,4,50,60,60,1,4.781,4.781,5.521,1,3,5.407,5.407,6.178,1,2,4.002,4.002,4.953,1,3,8.121,8.121,8.703,1,2,9.576,9.576,10.473,1,3,6.357,6.357,7.125,1,3,8.631,8.631,9.69,1,2,8.721,8.721,9.658,1,2,8.658,8.658,12.297,1,3,4.771,5.187,5.999,2,2,8.493,8.493,9.116,1,1,5.533,5.533,6.795,1,2,3.971,3.971,4.78,1,3,7.012,7.012,8.031,1,2,5.94,5.94,7.565,1,3,4.404,4.404,5.075,1,3,5.211,5.211,6.602,1,3,4.06,4.06,5.227,1,4,7.68,7.68,8.865,1,2,6.364,6.364,7.45,1,3,10.219,10.219,14.542,1,2,9.381,9.381,10.023,1,3,6.544,6.544,7.959,1,2,6.872,6.872,8.742,1,1,1.7,7,0.364097976,4.8,4.625,0,27,32
78,Non-religious Threat,2153,Male,21,A student,"Less than $10,000","Some college credit, but less than 1 year",Christian,NA,No,Republican,NA,American Indian or Alaska Native,and 7,Now married,Heterosexual or straight,NA,366.695,366.695,368.022,1,2,5,6,6,4,6,6,5,n/a,1,8,4,1,2,7,3,5,6,9,1,1,1,1,5,1,7,1,1,1,1,2,6,4,2,4,3,1,2,5,4,6,2,2,2,4,5,4,4,11,10,9,9,9,.05 cents,5 minutes,24,999,4,3,2,4,5,4,4,5,95,95,100,1,7.111,7.111,8.375,1,3,7.441,7.441,8.21,1,2,24.851,24.851,25.867,1,3,13.694,13.694,14.841,1,3,9.38,9.38,10.753,1,2,6.842,6.842,8.126,1,2,9.793,9.793,11.048,1,2,14.708,14.708,15.983,1,2,9.894,9.894,11.181,1,2,8.213,8.213,9.607,1,2,12.613,12.613,17.424,1,1,12.377,12.377,13.632,1,3,7.964,7.964,8.743,1,3,6.793,6.793,7.878,1,3,6.81,6.81,7.985,1,3,6.894,6.894,8.052,1,3,9.525,9.525,11.947,1,3,12.513,12.513,13.333,1,3,8.97,8.97,10.188,1,3,13.281,13.281,14.347,1,2,12.631,12.631,14.144,1,1,13.424,13.424,15.649,1,2,9.281,9.281,10.51,1,2,30.35,30.35,32.148,1,0,1.6,9.6,1.285359004,3.666666667,5,2,25,31
79,Non-religious Threat,1032,Female,19,A student,"$100,000 to $149,999","1 or more years of college, no degree",Christian,NA,No,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,112.5,112.5,113.369,1,2,3,3,4,5,5,5,5,N/A,7,8,2,6,7,3,4,5,1,9,2,2,2,2,5,5,7,5,5,5,2,2,2,5,2,4,4,4,3,2,3,6,4,4,2,4,3,2,3,11,11,10,8,10,0.1,100,24 days,999,1,3,1,2,5,2,5,4,60,20,90,1,3.024,3.024,3.824,1,3,5.555,5.555,6.315,1,2,3.637,3.637,4.349,1,1,5.623,5.623,6.521,1,1,6.604,6.604,7.455,1,2,5.206,6.087,6.5,2,1,3.307,3.307,4.205,1,1,3.062,3.062,6.732,1,1,3.102,3.102,6.434,1,1,5.383,5.383,7.224,1,1,5.204,5.204,6.391,1,1,3.563,3.563,4.361,1,3,4.181,6.703,8.167,4,3,7.319,11.001,12.136,2,4,3.4,6.072,6.563,3,3,16.833,18.476,19.206,3,3,6.264,6.264,6.807,1,4,4.079,5.614,7.452,4,2,4.087,4.087,4.945,1,1,4.769,4.769,5.701,1,3,6.537,7.725,8.01,3,1,4.428,4.428,5.1,1,1,7.717,8.904,9.366,2,2,9.45,10.637,11.269,3,1,2.9,10,0.242774962,3.6,4,0,16,30
80,Raelian Threat,2066,Female,20,A student,"$20,000 to $29,999","1 or more years of college, no degree",Christian,NA,Yes,Democrat,NA,American Indian or Alaska Native,and 3,Never married,Heterosexual or straight,NA,195.35,195.834,202.556,2,3,4,2,1,4,1,1,1,N/A,7,9,8,3,4,2,5,6,7,1,6,2,5,5,7,3,7,6,4,1,1,7,4,6,2,5,5,2,4,4,6,6,1,5,4,4,5,4,4,10,11,6,7,8,$0.10,100 minutes,24,999,4,4,1,1,1,3,3,3,50,50,50,1,6.005,6.005,7.539,1,2,17.542,17.542,20.123,1,2,3.56,3.56,6.002,1,1,14.83,14.83,16.59,1,3,10.198,10.198,12.532,1,3,18.373,18.373,22.088,1,1,6.197,6.197,8.197,1,2,10.202,14.211,15.369,4,1,27.361,27.361,33.2,1,3,10.736,10.736,12.613,1,3,9.75,9.75,13.031,1,2,6.924,6.924,9.12,1,2,12.857,12.857,13.875,1,2,5.875,5.875,7.307,1,2,7.919,13.987,15.469,2,2,2.517,7.745,8.831,2,3,4.96,4.96,6.008,1,2,24.437,24.437,26.735,1,3,18.4,18.4,19.496,1,3,9.407,10.109,11.404,2,2,6.489,6.489,7.525,1,3,24.917,26.757,27.744,2,3,4.155,4.541,5.716,2,2,7.528,7.528,12.295,1,0,4.3,8.4,-0.061169733,4.333333333,2.125,0,24,29
81,Religious Threat,1149,Male,20,Employed for wages,"Less than $10,000","1 or more years of college, no degree",Atheist,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,227.848,227.848,229.136,1,1,4,5,2,3,1,5,5,N/A,7,6,4,3,7,5,8,1,2,9,1,2,2,5,4,2,7,3,2,1,1,2,2,3,4,6,6,1,4,5,4,6,4,3,4,6,6,1,3,10,10,5,9,4,$0.10,100 minutes,24,999,4,1,1,1,2,1,1,2,34,14,40,1,5.875,5.875,8.002,1,1,11.855,11.855,14.593,1,2,8.489,8.489,10.241,1,1,8.635,8.635,9.821,1,1,10.802,13.493,13.849,3,2,9.155,9.155,11.024,1,1,6.253,6.253,7.865,1,1,8.719,8.719,9.973,1,2,9.578,11.091,12.633,2,2,7.194,7.194,8.341,1,1,7.1,7.1,8.294,1,1,5.58,6.441,7.372,2,3,9.456,9.456,10.296,1,3,10.061,10.061,10.92,1,3,8.428,9.784,11.138,2,2,7.593,7.593,8.749,1,3,8.913,8.913,9.701,1,4,4.802,6.148,6.948,3,4,10.336,10.336,11.363,1,4,6.699,6.699,7.371,1,3,9.205,10.134,10.557,2,2,11.915,11.915,13.091,1,3,11.006,11.006,11.926,1,3,9.554,9.554,11.067,1,0,2.2,7.6,-0.945768164,4.266666667,3.25,0,16,37
82,Religious Threat,1497,Male,19,A student,"$150,000 or more",High school graduate - high school diploma or the equivalent (for example: GED),Christian,NA,Yes,Republican,NA,White,NA,Never married,Heterosexual or straight,NA,251.237,251.237,252.694,1,5,6,6,6,6,6,6,6,n/a,7,1,2,3,4,6,5,8,7,9,6,4,6,6,1,6,7,5,4,7,6,4,2,5,5,6,5,4,6,5,5,6,5,6,4,5,6,5,6,9,8,7,5,10,0.1,1 minute,24,999,2,4,2,5,5,5,5,5,100,92,95,1,3.644,3.644,4.704,1,2,15.113,15.985,16.953,2,1,3.225,3.225,4.184,1,4,22.183,22.183,28.489,1,2,10.667,11.241,13.584,2,4,6.107,6.107,9.5,1,1,5.652,5.652,6.955,1,1,11.469,11.469,21.8,1,2,10.461,10.461,11.537,1,2,5.365,5.365,9.41,1,3,12.438,12.438,13.565,1,3,5.713,8.544,9.392,3,3,11.858,11.858,12.846,1,3,12.123,12.123,13.012,1,2,11.799,11.799,13.083,1,2,12.091,17.457,18.82,2,3,5.538,5.538,6.85,1,4,4.092,4.092,6.15,1,4,5.106,6.652,8.797,2,3,17.51,19.579,20.369,2,1,7.783,7.783,8.83,1,2,13.801,15.701,16.899,2,2,9.527,13.13,14.545,2,1,13.528,13.528,15.257,1,1,4.9,7.8,1.512641178,5.133333333,5.875,0,26,30
83,Non-religious Threat,1283,Female,27,A student,"Less than $10,000","1 or more years of college, no degree",Atheist,NA,No,Independent,NA,Black or African American,NA,Never married,Heterosexual or straight,NA,226.938,226.938,228.68,1,2,4,1,1,3,5,5,6,n/a,7,8,4,5,6,7,1,2,3,9,2,1,3,3,5,2,7,5,6,1,2,5,3,5,2,6,6,1,5,5,2,6,1,6,3,6,6,1,6,8,2,10,5,11,0.1,100 minutes,24,999,1,4,1,5,1,2,2,4,15,13,19,1,4.802,4.802,6.067,1,3,8.286,10.919,12.063,2,2,4.111,4.567,5.455,2,4,7.29,7.29,9.385,1,1,6.483,7.175,8.213,2,1,4.849,4.849,5.767,1,1,5.855,5.855,6.776,1,2,6.685,6.685,8.455,1,2,15.926,16.341,17.278,2,2,5.305,18.143,19.1,3,2,13.327,13.327,17.422,1,2,5.352,5.352,6.211,1,3,4.061,4.061,4.882,1,2,9.678,9.678,11.071,1,3,4.477,4.477,5.93,1,3,5.191,5.191,5.893,1,3,8.297,8.297,9.126,1,4,4.179,4.179,5.147,1,3,7.073,7.073,8.457,1,2,6.055,10.174,11.508,2,4,4.194,4.194,7.122,1,2,10.845,10.845,12.098,1,3,6.221,6.221,7.11,1,1,6.67,6.67,7.749,1,1,3.2,7.2,-0.38830197,4.6,3.375,0,23,33
